id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44069414,Rental unit in Singapore · 3 bedrooms · 3 beds · 2.5 baths,9899270,Peir,Central Region,Geylang,1.31496,103.88963,Entire home/apt,235,92,1,2020-07-07,0.02,6,89,0,
44090296,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Bukit Timah,1.33278,103.78869,Entire home/apt,240,92,0,,,260,364,0,
44091450,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,156409670,Tushita,Central Region,Tanglin,1.31853,103.82628,Entire home/apt,240,92,0,,,133,364,0,
44158699,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,Downtown Core,1.27547,103.84571,Entire home/apt,225,92,0,,,136,364,0,
44159363,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,238891646,Neha,Central Region,Downtown Core,1.27638,103.84538,Entire home/apt,300,92,0,,,136,364,0,
44255450,Condo in Singapore · 1 bedroom · 2 beds · 1 bath,163103462,Pokey,Central Region,Novena,1.32899,103.84263,Entire home/apt,98,92,0,,,1,91,0,
44283744,Rental unit in Singapore · ★4.75 · 1 bedroom · 1 bed · 1 private bath,55844797,Steph,Central Region,Rochor,1.30214,103.85255,Private room,131,92,8,2022-09-18,0.19,10,62,0,
44294078,Condo in Singapore · 1 bedroom · 2 beds · 1 bath,18722224,Nehl,West Region,Bukit Batok,1.35814,103.76357,Private room,140,92,0,,,2,180,0,
44323246,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,50100418,Fabien,Central Region,Marine Parade,1.29817,103.89594,Private room,106,92,0,,,1,0,0,
44407293,Rental unit in Singapore · 1 bedroom · 1 private bath,35636334,Kshitij,East Region,Pasir Ris,1.37316,103.94634,Private room,139,92,0,,,2,181,0,
44420536,Boutique hotel in Chinatown · ★4.53 · Studio · 2 beds · 1 shared bath,223971227,Fang,Central Region,Outram,1.28263,103.84572,Private room,179,1,102,2023-12-17,4.95,6,0,48,S0445
44434110,Rental unit in Singapore · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,134613805,Licya,Central Region,Bukit Merah,1.28893,103.82746,Private room,114,1,12,2023-11-19,0.63,1,1,4,Authorised Serviced Apartment
44525671,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 2 baths,138649185,Apac,Central Region,Downtown Core,1.27767,103.84902,Entire home/apt,1110,6,0,,,260,364,0,Authorised Serviced Apartment
44583699,Loft in Singapore · ★4.50 · 2 bedrooms · 3 beds · 2 baths,158218013,Eric,Central Region,Tanglin,1.2933737802823286,103.82837915161842,Entire home/apt,408,1,12,2023-11-29,2.55,4,167,12,Authorised Serviced Apartment
44599757,Loft in Singapore · 1 bedroom · 2 beds · 1.5 baths,10270395,Tee,Central Region,Queenstown,1.30165,103.79062,Entire home/apt,175,180,0,,,1,178,0,
44626865,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,55844797,Steph,Central Region,Rochor,1.30263,103.85084,Private room,126,92,1,2020-09-11,0.02,10,0,0,
45005221,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,8948251,Joey,Central Region,Outram,1.28469,103.84149,Private room,35,92,1,2020-08-28,0.02,71,329,0,
45007102,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,Rochor,1.30126,103.84827,Entire home/apt,200,92,0,,,136,364,0,
45107551,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,238891646,Neha,Central Region,Downtown Core,1.2738,103.84713,Entire home/apt,250,92,0,,,136,364,0,
45131086,Rental unit in Singapore · ★4.33 · 1 bedroom · 2 beds · 1 private bath,55844797,Steph,Central Region,Rochor,1.30096,103.85055,Private room,146,92,3,2021-11-13,0.08,10,11,0,
45149158,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Novena,1.31324,103.84037,Entire home/apt,120,92,0,,,260,361,0,
45149222,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,156409670,Tushita,Central Region,Novena,1.31405,103.8395,Private room,115,92,0,,,133,364,0,
45167077,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,Downtown Core,1.27901,103.84844,Entire home/apt,210,92,0,,,136,364,0,
45280147,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Geylang,1.31784,103.88605,Entire home/apt,95,92,0,,,260,364,0,
45319306,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,West Region,Jurong East,1.3354,103.74302,Entire home/apt,300,92,0,,,136,364,0,
45440615,Condo in Singapore · ★4.83 · 1 bedroom · 2 beds · 1 shared bath,73457822,Kingston,Central Region,Toa Payoh,1.33896,103.84203,Private room,39,92,6,2023-06-05,0.16,1,259,1,
45474205,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,238891646,Neha,Central Region,Bishan,1.35148,103.85201,Entire home/apt,345,92,0,,,136,364,0,
45474953,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,Novena,1.31681,103.84136,Entire home/apt,257,92,1,2020-12-02,0.03,136,364,0,
45524524,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 3 baths,138649185,Apac,Central Region,Southern Islands,1.24826,103.82401,Entire home/apt,4000,92,0,,,260,364,0,
45626850,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,238891646,Neha,Central Region,Bukit Merah,1.27498,103.83238,Entire home/apt,339,92,0,,,136,364,0,
45678654,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,151196270,Habyt,Central Region,Novena,1.31431,103.83931,Entire home/apt,195,90,0,,,10,365,0,Authorised Serviced Apartment
45679326,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,151196270,Habyt,Central Region,Bukit Merah,1.28456,103.83108,Entire home/apt,130,90,0,,,10,138,0,Authorised Serviced Apartment
45680876,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,201775246,Hillary,Central Region,Outram,1.28516,103.84196,Private room,69,92,1,2020-10-04,0.03,44,360,0,
45705715,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,238891646,Neha,Central Region,Novena,1.31714,103.84355,Entire home/apt,330,92,0,,,136,364,0,
45749682,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,32095639,Maria,East Region,Bedok,1.32213,103.90868,Private room,,92,0,,,1,0,0,
45772597,Hotel in Singapore · Studio · 1 shared bath,364762896,Hendra From Citadines Rochor,Central Region,Rochor,1.30398,103.85052,Private room,275,1,0,,,6,331,0,L0093
45773295,Hotel in Singapore · Studio · 1 bed · 1 private bath,364762896,Hendra From Citadines Rochor,Central Region,Rochor,1.30611,103.85242,Private room,251,1,1,2022-10-12,0.07,6,331,0,L0093
45773404,Hotel in Singapore · Studio · 1 bed · 1 private bath,364762896,Hendra From Citadines Rochor,Central Region,Rochor,1.30392,103.85187,Private room,295,1,2,2023-01-08,0.11,6,303,1,L0093
45773494,Hotel in Singapore · Studio · 1 bed · 1 private bath,364762896,Hendra From Citadines Rochor,Central Region,Rochor,1.30617,103.85044,Private room,329,1,0,,,6,303,0,L0093
45773595,Hotel in Singapore · 1 bedroom · 1 bed · 1 shared bath,364762896,Hendra From Citadines Rochor,Central Region,Rochor,1.30406,103.85165,Private room,345,1,0,,,6,303,0,L0093
45773723,Hotel in Singapore · Studio · 1 bed · 1 private bath,364762896,Hendra From Citadines Rochor,Central Region,Rochor,1.30603,103.8507,Private room,433,1,0,,,6,303,0,L0093
45774683,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,151196270,Habyt,Central Region,Queenstown,1.30306,103.79106,Entire home/apt,246,90,0,,,10,268,0,Authorised Serviced Apartment
45777993,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,138649185,Apac,Central Region,River Valley,1.29673,103.83746,Entire home/apt,495,6,0,,,260,363,0,S8360
45778518,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,River Valley,1.296,103.83673,Entire home/apt,549,6,1,2023-04-08,0.11,260,363,1,Authorised Serviced Apartment
45779393,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,River Valley,1.29651,103.83883,Entire home/apt,608,6,2,2021-12-19,0.08,260,361,0,Authorised Serviced Apartment
45781348,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,43009711,Aaron,East Region,Bedok,1.30758,103.91344,Private room,,92,0,,,1,0,0,
45803322,Boutique hotel in Singapore · 1 bedroom · 1.5 baths,366300043,D'Hotel,Central Region,Bukit Merah,1.28471,103.83391,Private room,294,92,0,,,2,363,0,
45803343,Boutique hotel in Singapore · Studio · 1 bed · 1 private bath,366300043,D'Hotel,Central Region,Bukit Merah,1.28332,103.83424,Private room,272,92,0,,,2,350,0,
45835431,Condo in Singapore · 3 bedrooms · 4 beds · 2 baths,135298846,Karen,Central Region,Newton,1.30617,103.83466,Entire home/apt,363,92,0,,,11,329,0,Authorised Serviced Apartment
45855332,Rental unit in Singapore · Studio · 1 bed · 1 bath,156409670,Tushita,Central Region,River Valley,1.29466,103.83664,Entire home/apt,252,92,0,,,133,364,0,
45871634,Serviced apartment in Singapore · ★4.78 · Studio · 1 bed · 1 bath,366206953,Citadines Balestier,Central Region,Novena,1.32137,103.85349,Entire home/apt,420,3,18,2023-10-23,1.03,3,365,17,Authorised Serviced Apartment
45871999,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 2 baths,135298846,Karen,Central Region,River Valley,1.30172,103.83166,Entire home/apt,891,1,1,2023-11-17,0.73,11,0,1,Authorised Serviced Apartment
45891734,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,18116565,Sue,Central Region,Queenstown,1.29196,103.80772,Entire home/apt,,92,0,,,1,0,0,
45895673,Rental unit in Singapore · ★4.58 · Studio · 1 bed · 1 bath,7095710,Elise,Central Region,Outram,1.28107,103.84795,Entire home/apt,99,92,12,2022-01-31,0.31,11,365,0,
45902566,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,372124974,Randell,Central Region,Orchard,1.3006,103.84089,Entire home/apt,338,6,1,2020-11-13,0.03,9,54,0,Authorised Serviced Apartment
45918725,Rental unit in Singapore · 3 bedrooms · 4 beds · 3 baths,156409670,Tushita,Central Region,Southern Islands,1.2502,103.82413,Entire home/apt,3850,92,0,,,133,364,0,
45945180,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,Marine Parade,1.30515,103.89854,Entire home/apt,180,92,0,,,136,364,0,
45948749,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,156409670,Tushita,Central Region,River Valley,1.29666,103.83699,Entire home/apt,310,92,0,,,133,364,0,
45949989,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,156409670,Tushita,Central Region,River Valley,1.29671,103.83711,Entire home/apt,345,92,0,,,133,364,0,
45960413,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,372124974,Randell,Central Region,Orchard,1.30048,103.84149,Entire home/apt,253,6,0,,,9,0,0,Authorised Serviced Apartment
45961316,Serviced apartment in Singapore · ★5.0 · 2 bedrooms · 3 beds · 1 bath,372124974,Randell,Central Region,Orchard,1.30056,103.84139,Entire home/apt,727,6,3,2022-11-18,0.17,9,10,0,Authorised Serviced Apartment
45961358,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 1 bath,372124974,Randell,Central Region,Orchard,1.3003,103.84143,Entire home/apt,545,6,1,2021-09-27,0.04,9,0,0,Authorised Serviced Apartment
45962405,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 1 bath,372124974,Randell,Central Region,Orchard,1.30047,103.8431,Entire home/apt,581,6,0,,,9,0,0,Authorised Serviced Apartment
45962495,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,372124974,Randell,Central Region,River Valley,1.2984,103.84087,Entire home/apt,270,6,0,,,9,35,0,Authorised Serviced Apartment
45962749,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 2 baths,372124974,Randell,Central Region,Orchard,1.30065,103.84175,Entire home/apt,981,6,2,2023-04-20,0.13,9,0,1,Authorised Serviced Apartment
45962895,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 2 baths,372124974,Randell,Central Region,River Valley,1.29845,103.84129,Entire home/apt,785,6,2,2023-11-23,1.11,9,0,2,Authorised Serviced Apartment
45963002,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 2 baths,372124974,Randell,Central Region,Museum,1.29899,103.84313,Entire home/apt,736,6,0,,,9,0,0,Authorised Serviced Apartment
45963685,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,31975096,Clarence,Central Region,River Valley,1.29557,103.83844,Entire home/apt,82,92,3,2023-09-10,0.13,1,241,1,
46000906,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,238891646,Neha,Central Region,Queenstown,1.29021,103.80631,Entire home/apt,340,92,0,,,136,364,0,
46028608,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,156409670,Tushita,Central Region,Newton,1.30449,103.83822,Entire home/apt,550,6,0,,,133,364,0,Authorised Serviced Apartment
46057282,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 2 baths,373313984,Celin,North-East Region,Hougang,1.37691,103.8791,Entire home/apt,544,6,1,2022-07-12,0.06,6,35,0,Authorised Serviced Apartment
46057773,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 2 baths,373313984,Celin,North-East Region,Hougang,1.37655,103.88002,Entire home/apt,435,6,0,,,6,15,0,Authorised Serviced Apartment
46057791,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 2 baths,373313984,Celin,North-East Region,Hougang,1.37499,103.87899,Entire home/apt,408,6,2,2023-12-01,0.18,6,0,2,Authorised Serviced Apartment
46073890,Serviced apartment in Singapore · ★4.29 · 3 bedrooms · 4 beds · 2 baths,373313984,Celin,North-East Region,Hougang,1.37525,103.88057,Entire home/apt,555,6,7,2023-08-24,0.40,6,35,3,Authorised Serviced Apartment
46075495,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 2 baths,373313984,Celin,North-East Region,Hougang,1.37689,103.87992,Entire home/apt,444,6,1,2021-09-12,0.04,6,15,0,Authorised Serviced Apartment
46096669,Condo in Singapore · ★4.63 · 1 bedroom · 2 beds · 1.5 baths,9748143,Marcus,Central Region,Toa Payoh,1.3427,103.86753,Entire home/apt,288,92,8,2020-11-30,0.21,1,90,0,
46108799,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 2 baths,373313984,Celin,North-East Region,Hougang,1.37475,103.88005,Entire home/apt,417,6,1,2022-09-09,0.06,6,0,0,Authorised Serviced Apartment
46110645,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,48437716,Tracey,West Region,Bukit Panjang,1.34882,103.77127,Private room,,92,0,,,2,0,0,
46111040,Condo in Singapore · 1 bedroom · 1 shared bath,48437716,Tracey,West Region,Bukit Panjang,1.34882,103.77249,Private room,,92,0,,,2,0,0,
46114490,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Kallang,1.31009,103.86171,Private room,49,92,0,,,93,359,0,
46127785,Condo in Singapore · 3 bedrooms · 3 beds · 2.5 baths,1436112,Alex,Central Region,Southern Islands,1.2494,103.84709,Entire home/apt,400,92,0,,,1,269,0,
46144509,Boutique hotel in Bugis · ★4.81 · Studio · 1 bed · 1 private bath,345145978,Low,Central Region,Downtown Core,1.29648,103.8571,Private room,119,1,16,2022-06-30,0.42,2,0,0,S0451
46144841,Boutique hotel in Singapore · ★4.43 · Studio · 1 bed · 1 private bath,238195069,Thi Tuoi,Central Region,Downtown Core,1.29827,103.8576,Private room,104,1,7,2022-08-30,0.21,2,0,0,S0451
46145057,Boutique hotel in Bugis · ★5.0 · Studio · 1 bed · 1 private bath,345145418,Wei,Central Region,Downtown Core,1.29635,103.85682,Private room,106,1,6,2023-05-30,0.16,2,0,1,S0451
46178304,Home in Singapore · Studio · 1 bed · 1 shared bath,374090763,Vui Hwan,Central Region,Newton,1.30642,103.84189,Private room,1300,92,0,,,1,0,0,
46232391,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Novena,1.31661,103.84695,Entire home/apt,100,92,0,,,260,364,0,
46266405,Serviced apartment in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 bath,366206953,Citadines Balestier,Central Region,Novena,1.32071,103.85345,Entire home/apt,464,3,10,2023-12-10,1.17,3,364,10,Authorised Serviced Apartment
46266507,Serviced apartment in Singapore · 1 bedroom · 2 beds · 1 bath,366206953,Citadines Balestier,Central Region,Novena,1.32017,103.85177,Entire home/apt,486,3,1,2022-05-17,0.05,3,365,0,Authorised Serviced Apartment
46321781,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Marine Parade,1.30059,103.88561,Entire home/apt,270,7,0,,,260,300,0,
46322024,Condo in Singapore · ★4.73 · 2 bedrooms · 1 bed · 1 bath,9624622,Catie,East Region,Bedok,1.3267043122281232,103.90846351110528,Entire home/apt,,92,11,2023-05-28,0.30,1,0,1,
46388294,Serviced apartment in Singapore · 3 bedrooms · 3 beds · 2 baths,156409670,Tushita,West Region,Clementi,1.31455,103.7583,Entire home/apt,259,92,0,,,133,364,0,
46401004,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,364340327,Lynn,North-East Region,Punggol,1.4058,103.89743,Private room,,92,0,,,1,0,0,
46426570,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,190532204,Gongping,Central Region,Queenstown,1.30729,103.78285,Shared room,,92,0,,,1,0,0,
46456107,Condo in Singapore · Studio · 1 bed · 1 private bath,250308470,Ky,West Region,Bukit Panjang,1.37694,103.76786,Private room,70,92,0,,,1,364,0,
46473348,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 2 baths,36256278,Celin,Central Region,River Valley,1.29247,103.84089,Entire home/apt,703,6,0,,,9,30,0,Authorised Serviced Apartment
46474181,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 2 baths,36256278,Celin,Central Region,Singapore River,1.29244,103.84253,Entire home/apt,562,6,1,2023-10-21,0.44,9,15,1,Authorised Serviced Apartment
46475439,Serviced apartment in Singapore · ★4.67 · 2 bedrooms · 3 beds · 2 baths,36256278,Celin,Central Region,Singapore River,1.29046,103.84247,Entire home/apt,527,6,3,2023-04-21,0.19,9,0,1,Authorised Serviced Apartment
46475535,Serviced apartment in Singapore · ★5.0 · 3 bedrooms · 4 beds · 2 baths,36256278,Celin,Central Region,River Valley,1.29191,103.84025,Entire home/apt,896,6,4,2023-11-17,0.40,9,29,4,Authorised Serviced Apartment
46475821,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 2 baths,36256278,Celin,Central Region,River Valley,1.29197,103.84052,Entire home/apt,717,6,2,2023-12-10,1.11,9,15,2,Authorised Serviced Apartment
46475943,Serviced apartment in Singapore · ★5.0 · 3 bedrooms · 4 beds · 2 baths,36256278,Celin,Central Region,River Valley,1.29225,103.84032,Entire home/apt,672,6,4,2022-12-22,0.21,9,0,0,Authorised Serviced Apartment
46476119,Serviced apartment in Singapore · Studio · 1 bath,36256278,Celin,Central Region,Singapore River,1.2904,103.84162,Entire home/apt,457,6,0,,,9,36,0,Authorised Serviced Apartment
46476300,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,36256278,Celin,Central Region,Singapore River,1.29222,103.84234,Entire home/apt,365,6,0,,,9,15,0,Authorised Serviced Apartment
46476407,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,36256278,Celin,Central Region,Singapore River,1.29093,103.84029,Entire home/apt,342,6,0,,,9,0,0,Authorised Serviced Apartment
46477518,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,151196270,Habyt,Central Region,River Valley,1.2944,103.83676,Private room,68,90,0,,,10,365,0,Authorised Serviced Apartment
46482752,Condo in Singapore · Studio · 1 bed · 1 bath,238891646,Neha,Central Region,Toa Payoh,1.33003,103.86728,Entire home/apt,170,92,1,2022-06-30,0.05,136,364,0,
46491972,Condo in Singapore · ★4.29 · 1 bedroom · 1 bed · 1 bath,33096269,E C,Central Region,Tanglin,1.29404,103.82651,Entire home/apt,200,92,7,2022-02-02,0.20,9,364,0,
46589101,Condo in Singapore · 3 bedrooms · 3 beds · 2 baths,238891646,Neha,West Region,Jurong East,1.33596,103.74445,Entire home/apt,350,92,0,,,136,364,0,
46589304,Condo in Singapore · 3 bedrooms · 4 beds · 2 baths,376693750,Randell,West Region,Clementi,1.30449,103.76522,Entire home/apt,350,90,0,,,1,365,0,Authorised Serviced Apartment
46590239,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,376700307,Randell,West Region,Clementi,1.29869,103.76417,Entire home/apt,398,6,0,,,6,66,0,Authorised Serviced Apartment
46590765,Serviced apartment in Singapore · 2 bedrooms · 2 beds · 2 baths,376700307,Randell,West Region,Clementi,1.30016,103.76376,Entire home/apt,711,6,0,,,6,13,0,Authorised Serviced Apartment
46591065,Serviced apartment in Singapore · 2 bedrooms · 2 beds · 2 baths,376700307,Randell,West Region,Clementi,1.29995,103.76604,Entire home/apt,534,6,0,,,6,0,0,Authorised Serviced Apartment
46605955,Serviced apartment in Singapore · 2 bedrooms · 2 beds · 2 baths,376700307,Randell,West Region,Clementi,1.29996,103.76571,Entire home/apt,569,6,0,,,6,0,0,Authorised Serviced Apartment
46606151,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,376700307,Randell,West Region,Clementi,1.29834,103.76583,Entire home/apt,299,6,0,,,6,0,0,Authorised Serviced Apartment
46606472,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,376700307,Randell,West Region,Clementi,1.29869,103.76415,Entire home/apt,318,6,0,,,6,44,0,Authorised Serviced Apartment
46615918,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,138649185,Apac,Central Region,Queenstown,1.28536,103.78664,Entire home/apt,120,92,0,,,260,364,0,
46669109,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,238891646,Neha,North Region,Central Water Catchment,1.351,103.81921,Entire home/apt,350,92,1,2021-02-28,0.03,136,364,0,
46684451,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,156409670,Tushita,West Region,Jurong East,1.33632,103.74319,Entire home/apt,310,92,0,,,133,364,0,
46685647,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,156409670,Tushita,West Region,Clementi,1.30987,103.7619,Entire home/apt,280,92,0,,,133,364,0,
46686166,Serviced apartment in Singapore · ★4.83 · 2 bedrooms · 2 beds · 1 bath,138649185,Apac,Central Region,Novena,1.32389,103.8475,Entire home/apt,525,6,6,2023-11-25,0.51,260,364,6,Authorised Serviced Apartment
46686341,Serviced apartment in Singapore · ★3.75 · 2 bedrooms · 2 beds · 2 baths,138649185,Apac,Central Region,Novena,1.32417,103.84534,Entire home/apt,529,6,4,2023-04-29,0.23,260,358,2,Authorised Serviced Apartment
46698429,Serviced apartment in Singapore · 3 bedrooms · 4 beds · 2 baths,138649185,Apac,West Region,Clementi,1.30919,103.76177,Entire home/apt,339,92,2,2023-04-03,0.06,260,308,1,
46698961,Serviced apartment in Singapore · 3 bedrooms · 3 beds · 2 baths,138649185,Apac,West Region,Jurong East,1.3349,103.74079,Entire home/apt,340,92,1,2023-05-31,0.14,260,364,1,
46783606,Condo in Singapore · 3 bedrooms · 3 beds · 2 baths,151196270,Habyt,Central Region,Kallang,1.312089897842965,103.8596133788359,Entire home/apt,287,90,0,,,10,239,0,Authorised Serviced Apartment
46803536,Condo in Singapore · 1 bedroom · 1 private bath,8978331,Jane,Central Region,Downtown Core,1.28091,103.85189,Private room,94,92,0,,,10,363,0,
46910594,Condo in Singapore · 1 bedroom · 1 bed · 1.5 baths,15870362,Hao,Central Region,River Valley,1.29774,103.83788,Private room,,92,0,,,1,0,0,
46933172,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,238891646,Neha,West Region,Clementi,1.31027,103.76033,Entire home/apt,475,92,0,,,136,364,0,
46939877,Condo in Singapore · Studio · 1 bed · 1 private bath,370216383,Kate,East Region,Tampines,1.35841,103.94056,Private room,93,92,0,,,2,181,0,
46973148,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,238891646,Neha,Central Region,Queenstown,1.29231,103.80741,Entire home/apt,475,92,0,,,136,364,0,
47014803,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,279311966,Jean,Central Region,Queenstown,1.27969,103.78618,Entire home/apt,,6,1,2021-04-16,0.03,4,0,0,Authorised Serviced Apartment
47060269,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,97878860,Chess,Central Region,Kallang,1.31109,103.861,Private room,49,92,0,,,62,359,0,
47083110,Condo in Singapore · 2 bedrooms · 2 beds · 1 bath,151196270,Habyt,Central Region,Bukit Merah,1.28241,103.83101,Entire home/apt,120,90,0,,,10,194,0,Authorised Serviced Apartment
47124048,Condo in Singapore · 1 bedroom · 1 private bath,8978331,Jane,Central Region,Downtown Core,1.2802,103.85392,Private room,105,92,0,,,10,364,0,
47188396,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,55844797,Steph,Central Region,Rochor,1.30061,103.85199,Private room,126,92,1,2021-04-12,0.03,10,0,0,
47295315,Serviced apartment in Novena  · ★4.83 · Studio · 1 bed · 1 bath,337647595,Wei,Central Region,Novena,1.31889,103.84879,Entire home/apt,206,1,54,2023-12-09,1.54,9,365,19,Authorised Serviced Apartment
47295571,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,337425554,静,Central Region,Kallang,1.3145,103.84687,Private room,397,92,1,2022-01-02,0.04,1,365,0,
47295577,Serviced apartment in Novena  · ★4.86 · Studio · 2 beds · 1 bath,337647595,Wei,Central Region,Novena,1.3174,103.84859,Entire home/apt,197,1,14,2023-11-04,0.46,9,357,9,Authorised Serviced Apartment
47295777,Serviced apartment in Novena  · ★4.67 · Studio · 1 bed · 1 bath,337647595,Wei,Central Region,Novena,1.31755,103.84892,Entire home/apt,222,1,6,2022-08-28,0.17,9,365,0,Authorised Serviced Apartment
47296644,Serviced apartment in Novena  · ★4.87 · 1 bedroom · 1 bed · 1 bath,337647595,Wei,Central Region,Novena,1.31937,103.84827,Entire home/apt,242,1,15,2023-11-17,0.43,9,363,3,Authorised Serviced Apartment
47296851,Serviced apartment in Novena  · ★4.48 · 1 bedroom · 1 bed · 1 bath,337647595,Wei,Central Region,Novena,1.31756,103.84693,Entire home/apt,273,1,23,2023-08-21,0.64,9,359,2,Authorised Serviced Apartment
47326826,Rental unit in Singapore · Studio · 1 bed · 1 bath,156409670,Tushita,Central Region,Kallang,1.30006,103.88389,Entire home/apt,167,92,0,,,133,364,0,
47460138,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,201775246,Hillary,Central Region,Kallang,1.31193,103.86304,Private room,49,92,1,2021-02-08,0.03,44,360,0,
47477733,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Bukit Merah,1.28367,103.83527,Private room,33,92,1,2021-01-27,0.03,93,360,0,
47555385,Rental unit in Singapore · ★4.67 · 2 bedrooms · 2 beds · 2.5 baths,44321809,Kate,Central Region,Bukit Merah,1.26611,103.8096,Entire home/apt,399,92,3,2021-02-15,0.08,1,91,0,
47736858,Serviced apartment in Singapore · Studio · 2 beds · 1 bath,138649185,Apac,Central Region,Bukit Merah,1.2735,103.83252,Entire home/apt,382,6,0,,,260,336,0,
